"","Place_ID","unique_id","title","authors","pub_year","journal","study_site","moisture_type_DELETE.","moisture_type_consistent","moisture_units","moisture_open","moisture_forest","measurement_depth_DELETE.","Depth_lowerRange","Depth_upperRange","Average_Depth","Depth_Units","mat_deg_c","map_mm","Lat_degrees","Lat_Minutes","Lat_Seconds","Direction","Lat_Coordinates","Long_degrees","Long_Minutes","Long_Seconds","Direction.1","Long_Coordinates","moisture_open_proportion","moisture_forest_proportion"
"1377",1377,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",28.62068966,26.55172414,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002862068966,0.002655172414
"1378",1378,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",19.65517241,21.37931034,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001965517241,0.002137931034
"1379",1379,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",20.86206897,21.20689655,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002086206897,0.002120689655
"1380",1380,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",22.24137931,22.5862069,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002224137931,0.00225862069
"1381",1381,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",17.06896552,18.96551724,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001706896552,0.001896551724
"1382",1382,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",20.34482759,19.48275862,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002034482759,0.001948275862
"1383",1383,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",17.93103448,18.79310345,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001793103448,0.001879310345
"1384",1384,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",12.93103448,14.13793103,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001293103448,0.001413793103
"1385",1385,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.620689655,11.72413793,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008620689655,0.001172413793
"1386",1386,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",7.75862069,10.17241379,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.000775862069,0.001017241379
"1387",1387,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",28.44827586,30.17241379,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002844827586,0.003017241379
"1388",1388,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.17241379,17.24137931,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001517241379,0.001724137931
"1389",1389,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",25,26.37931034,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0025,0.002637931034
"1390",1390,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",28.62068966,28.79310345,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002862068966,0.002879310345
"1391",1391,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",19.65517241,23.62068966,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001965517241,0.002362068966
"1392",1392,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",20.86206897,23.79310345,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002086206897,0.002379310345
"1393",1393,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",22.24137931,26.89655172,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002224137931,0.002689655172
"1394",1394,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",17.06896552,22.4137931,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001706896552,0.00224137931
"1395",1395,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",20.34482759,24.13793103,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002034482759,0.002413793103
"1396",1396,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",17.93103448,16.37931034,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001793103448,0.001637931034
"1397",1397,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",12.93103448,12.4137931,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001293103448,0.00124137931
"1398",1398,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.620689655,10.51724138,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008620689655,0.001051724138
"1399",1399,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",7.75862069,9.137931034,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.000775862069,0.0009137931034
"1400",1400,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",28.44827586,32.06896552,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002844827586,0.003206896552
"1401",1401,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.17241379,17.75862069,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001517241379,0.001775862069
"1402",1402,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",25,27.06896552,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0025,0.002706896552
"1403",1403,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",28.62068966,29.13793103,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002862068966,0.002913793103
"1404",1404,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",19.65517241,23.79310345,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001965517241,0.002379310345
"1405",1405,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",20.86206897,22.75862069,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002086206897,0.002275862069
"1406",1406,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",22.24137931,26.89655172,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002224137931,0.002689655172
"1407",1407,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",17.06896552,21.89655172,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001706896552,0.002189655172
"1408",1408,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",20.34482759,22.93103448,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002034482759,0.002293103448
"1409",1409,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",23.62068966,26.89655172,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002362068966,0.002689655172
"1410",1410,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.51724138,18.27586207,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001551724138,0.001827586207
"1411",1411,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.17241379,16.72413793,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001517241379,0.001672413793
"1412",1412,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.793103448,12.4137931,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008793103448,0.00124137931
"1413",1413,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",10.68965517,11.89655172,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001068965517,0.001189655172
"1414",1414,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.448275862,9.827586207,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008448275862,0.0009827586207
"1415",1415,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",23.10344828,21.20689655,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002310344828,0.002120689655
"1416",1416,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",16.20689655,16.72413793,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001620689655,0.001672413793
"1417",1417,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",19.48275862,19.82758621,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001948275862,0.001982758621
"1418",1418,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",11.20689655,10,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001120689655,0.001
"1419",1419,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",23.62068966,25.68965517,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002362068966,0.002568965517
"1420",1420,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.51724138,21.72413793,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001551724138,0.002172413793
"1421",1421,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.17241379,21.20689655,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001517241379,0.002120689655
"1422",1422,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.793103448,15.51724138,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008793103448,0.001551724138
"1423",1423,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",10.68965517,16.20689655,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001068965517,0.001620689655
"1424",1424,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.448275862,12.93103448,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008448275862,0.001293103448
"1425",1425,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",23.10344828,23.79310345,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002310344828,0.002379310345
"1426",1426,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",16.20689655,18.27586207,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001620689655,0.001827586207
"1427",1427,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",19.48275862,21.20689655,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001948275862,0.002120689655
"1428",1428,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",11.20689655,13.44827586,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001120689655,0.001344827586
"1429",1429,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",23.62068966,24.13793103,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002362068966,0.002413793103
"1430",1430,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.51724138,16.89655172,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001551724138,0.001689655172
"1431",1431,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",15.17241379,17.93103448,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001517241379,0.001793103448
"1432",1432,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.793103448,14.82758621,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008793103448,0.001482758621
"1433",1433,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",10.68965517,13.27586207,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001068965517,0.001327586207
"1434",1434,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",8.448275862,10,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.0008448275862,0.001
"1435",1435,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",23.10344828,20.51724138,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.002310344828,0.002051724138
"1436",1436,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",16.20689655,16.37931034,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001620689655,0.001637931034
"1437",1437,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",19.48275862,20.51724138,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001948275862,0.002051724138
"1438",1438,40,"Long-term thinning alters ponderosa pine reproduction in northern Arizona","Flathers, K.N.; Kolb, T.E.; Bradford, J.B.; Waring, K.M.; Moser, W.K.",2016,"Forest Ecology and Management","Fort Valley Experimental Forest","Time domain reflectrometry","","m^3/m^3",11.20689655,9.310344828,"0-15cm","0",15,7.5,"cm",NA,NA,NA,NA,NA,"N",35.2714,NA,NA,NA,"W",-111.816,0.001120689655,0.0009310344828
